ID,Checked,Comments,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: SIRIUS Formulas,Annot. Source: SIRIUS Structures,Annot. Source: SIRIUS De-Novo Structures,# Annots.: Predicted Compositions,# Annots.: mzCloud Search,# Annots.: mzVault Search,# Annots.: ChemSpider Search,# Annots.: SIRIUS Formulas,# Annots.: SIRIUS Structures,# Annots.: SIRIUS De-Novo Structures,Annot. DeltaMass [Da],Annot. DeltaMass [ppm],Calc. MW,m/z,Reference Ion,RT [min],Area (Max.),Top CSI Score,Top CSI Tanimoto Sim.,Top CSI Exact Confidence,Top CSI Approx. Confidence,Top ClassyFire Superclass,Top ClassyFire Class,Top ClassyFire Subclass,CSI Rank,PubChem CID,HMDB ID,KEGG ID,DSSTox ID,InChIKey,mzCloud Best Match,mzCloud Best Match Confidence,mzVault Best Match,mzVault Library Match: NIST_2023_MSMS_HR1,mzVault Library Match: NIST_2023_MSMS_HR2,Polarity,MS2,MS2 Purity [%],control_1_6wks_6wks_flush_1_exudate_Organic,control_1_6wks_6wks_flush_2_exudate_Organic,control_1_15wks_15wks_flush_1_exudate_Organic,control_1_15wks_15wks_flush_2_exudate_Organic,control_2_6wks_6wks_flush_1_exudate_Organic,control_2_6wks_6wks_flush_2_exudate_Organic,control_2_15wks_15wks_flush_1_exudate_Organic,control_2_15wks_15wks_flush_2_exudate_Organic,JM0034dot001_6wks_flush_1_exudate_Organic,JM0034dot001_6wks_flush_2_exudate_Organic,JM0034dot001_15wks_flush_1_exudate_Organic,JM0034dot001_15wks_flush_2_exudate_Organic,JM0062dot001_6wks_flush_1_exudate_Organic,JM0062dot001_6wks_flush_2_exudate_Organic,JM0062dot001_15wks_flush_1_exudate_Organic,JM0062dot001_15wks_flush_2_exudate_Organic,JPN-2011-004_15wks_flush_1_exudate_Organic,JPN-2011-004_15wks_flush_2_exudate_Organic,JPN-2011-023_15wks_flush_1_exudate_Organic,JPN-2011-023_15wks_flush_2_exudate_Organic,JY025_15wks_flush_1_exudate_Organic,JY025_15wks_flush_2_exudate_Organic,JY027_15wks_flush_1_exudate_Organic,JY027_15wks_flush_2_exudate_Organic,KMS062_15wks_flush_1_exudate_Organic,KMS062_15wks_flush_2_exudate_Organic,KMS113_6wks_flush_1_exudate_Organic,KMS113_6wks_flush_2_exudate_Organic,KMS113_15wks_flush_1_exudate_Organic,KMS113_15wks_flush_2_exudate_Organic,PI417947_6wks_flush_1_exudate_Organic,PI417947_6wks_flush_2_exudate_Organic,PI417947_15wks_flush_1_exudate_Organic,PI417947_15wks_flush_2_exudate_Organic,PMS-165_6wks_flush_1_exudate_Organic,PMS-165_6wks_flush_2_exudate_Organic,PMS-165_15wks_flush_1_exudate_Organic,PMS-165_15wks_flush_2_exudate_Organic,PMS-182_6wks_flush_1_exudate_Organic,PMS-182_6wks_flush_2_exudate_Organic,PMS-182_15wks_flush_1_exudate_Organic,PMS-182_15wks_flush_2_exudate_Organic,PMS-546_6wks_flush_1_exudate_Organic,PMS-546_6wks_flush_2_exudate_Organic,PMS-546_15wks_flush_1_exudate_Organic,PMS-546_15wks_flush_2_exudate_Organic,UI10-00009_15wks_flush_1_exudate_Organic,UI10-00009_15wks_flush_2_exudate_Organic,UI11-00002_6wks_flush_1_exudate_Organic,UI11-00002_6wks_flush_2_exudate_Organic,UI11-00002_15wks_flush_1_exudate_Organic,UI11-00002_15wks_flush_2_exudate_Organic,UI14-00019_6wks_flush_1_exudate_Organic,UI14-00019_6wks_flush_2_exudate_Organic,UI14-00019_15wks_flush_1_exudate_Organic,UI14-00019_15wks_flush_2_exudate_Organic,UI25-00001_6wks_flush_1_exudate_Organic,UI25-00001_6wks_flush_2_exudate_Organic,UI25-00001_15wks_flush_1_exudate_Organic,UI25-00001_15wks_flush_2_exudate_Organic
592,FALSE,,,C9 H7 N O2,Full match,No results,No results,Full match,No results,No results,No results,2,0,0,11,0,0,0,-2.00E-05,-0.15,161.04766,162.05493,[M+H]+1,16.54,168802.9831,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,168802.9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,FALSE,,,C4 H5 N P2 S,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,0.00034,2.09,160.96213,161.96941,[M+H]+1,16.483,420998.9114,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420998.9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,FALSE,,,C6 H10 N O2 P,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,0.00019,1.21,159.04511,160.05238,[M+H]+1,14.716,82572.73169,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82572.73169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,FALSE,,,C9 H6 O3,Full match,No results,No results,Full match,No results,No results,No results,2,0,0,7,0,0,0,-0.00012,-0.75,162.03157,163.03885,[M+H]+1,15.133,3931442.615,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3931442.615,0,0,0,0,0,0,0
596,FALSE,,Ethenyl(ethoxy)dimethoxysilane,C6 H14 O3 Si,No results,No results,No results,No match,Full match,Full match,No results,0,0,0,4,1,7,0,-0.00019,-1.18,162.07103,163.07831,[M+H]+1,16.205,927460.1867,-68.47,0.36,0.02,0.02,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1,18626702,,,DTXSID60595260,UDIUZJMRSKZJOQ,,,,No matches found,No matches found,+,DDA for preferred ion,3.696080634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274104.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927460.1867
597,FALSE,,,C7 H14 O4,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,7,0,0,0,-7.00E-05,-0.4,162.08914,163.09642,[M+H]+1,24.049,872149.6633,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872149.6633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,FALSE,,,C8 H19 N O2,Full match,No results,No results,No results,Full match,No results,No results,1,0,0,0,1,0,0,-4.00E-05,-0.25,161.14154,162.14881,[M+H]+1,26.692,233287.4973,,,,,,,,,,,,,,,,,No matches found,No matches found,+,DDA for preferred ion,89.35792232,0,0,0,73294.32519,0,0,0,156533.6696,0,138412.0014,0,0,0,0,0,0,178194.7141,196759.291,145780.0357,630477.7256,447288.5262,112967.3065,0,0,0,0,166859.1006,159185.4656,95273.52214,79197.33776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154945.9056,146898.0322,535848.9433,549519.7694,171229.8537,0,0,0,0,123310.0385,344843.6606,208452.2076,233287.4973
599,FALSE,,Quercitol,C6 H12 O5,Full match,No results,No results,Not the top hit,Full match,Full match,Partial match,1,0,0,47,6,10,10,-9.00E-05,-0.56,164.06838,187.0576,[M+Na]+1,4.422,1029298.145,-75.48,0.47,0.2,0.33,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1,135025709,,C08258,DTXSID10331579,IMPKVMRTXBRHRB,,,,No matches found,No matches found,+,DDA for other ion,60.07799786,785770.865,834094.9486,864456.8488,1029298.145,0,983947.0646,675691.8873,837632.9474,0,880470.2992,0,397954.7016,0,0,0,0,0,0,0,0,424673.2493,0,613601.1871,0,0,652734.8868,0,0,0,593687.7618,892635.178,0,868880.9593,0,970348.4555,688012.9788,144948.7759,822973.8368,0,831326.6172,525222.0621,825975.2347,0,0,575386.6282,0,528483.2423,695479.6706,743823.0746,0,416094.1034,842679.9343,697332.8761,0,0,0,750593.9709,0,763640.3464,0
600,FALSE,,,C6 H8 N6,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,0.00044,2.66,164.08148,165.08876,[M+H]+1,18.672,285315.6829,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182311.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285315.6829,0,0,0,0,0,0,0,0,0,0
601,FALSE,,3-Methylxanthine,C6 H6 N4 O2,No match,Invalid mass,No results,No results,No match,No match,No match,1,1,0,0,5,7,10,17.0255,102532.93,183.07457,184.08184,[M+H]+1,16.203,53159924.85,-95.38,0.47,0.06,0.06,Organic nitrogen compounds,Organonitrogen compounds,Amines,,,,,,GMSNIKWWOQHZGF-UHFFFAOYSA-N,83.5,9.2,,No matches found,No matches found,+,DDA for preferred ion,97.1340123,14833565.71,17173821.04,24481369.25,40002713.61,21811487.05,24034097.05,17353007.31,29289816.12,26823392.58,37424754.55,40292727.41,38162751.41,31710433.84,32277034.59,24275912.62,34327578.08,39094134.06,37256561.19,33825756.32,30242411.26,25470051.35,33060456.29,29037277.43,23137239.01,24548198.55,29996474.83,39304077.44,49278032.28,40653030.44,39367775.57,2128845.87,3660481.092,4840970.125,6821355.528,16388450.12,18417663.16,12416784.9,16251024.6,9571095.195,8663170.901,12167935.91,14802023.62,10609217.11,12114968.72,9732251.95,13700529.59,28811175.86,34931904.65,41603604.3,38817267.43,32760169.06,38998271.41,24587514.23,38384638.55,28172027.23,31523115.92,37847409.39,42530880.02,37239274.24,53159924.85
602,FALSE,,,C6 H16 N O2 P,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,-0.00054,-3.27,165.09133,166.0986,[M+H]+1,23.037,492973.4137,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,492973.4137,162047.7944,310785.4481,170919.6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104497.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,FALSE,,3-Methylxanthine,C6 H6 N4 O2,No match,Invalid mass,No results,No match,No match,No results,No results,1,4,0,8,6,0,0,-0.00104,-6.26,166.04804,167.05531,[M+H]+1,24.805,48020796.96,,,,,Organoheterocyclic compounds,,,,,,,,GMSNIKWWOQHZGF-UHFFFAOYSA-N,75,71.5,,No matches found,No matches found,+,DDA for preferred ion,97.55742493,0,0,0,0,0,0,0,0,0,48020796.96,0,0,0,0,0,0,14343038.49,0,0,0,0,0,0,0,0,3767708.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,163.12892,164.1362,[M+H]+1,9.462,62951.09436,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62951.09436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,154.12688,155.13416,[M+H]+1,12.737,43876.93915,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,82609.5826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61037.65885,0,0,85413.61516,0,47224.56078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,FALSE,,,C9 H9 N O2,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,8,0,0,0,1.00E-05,0.08,163.06334,164.07062,[M+H]+1,16.697,112169.2607,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112169.2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,FALSE,,,C9 H10 O3,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,46,0,0,0,-0.0002,-1.22,166.06279,167.07007,[M+H]+1,21.145,4427416.421,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427416.421,0,0,0,0,0,0
608,FALSE,,,C10 H14 O2,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,47,0,0,0,-0.00015,-0.9,166.09923,167.10651,[M+H]+1,20.884,5171306.407,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,5171306.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,FALSE,,Valproic Acid,C8 H16 O2,No match,Invalid mass,No results,No match,No match,No match,No match,1,1,0,1,3,1,10,21.98188,152530.08,166.09691,167.10418,[M+H]+1,18.168,2059771.131,-254,0.13,0.02,0.02,Benzenoids,Benzene and substituted derivatives,,,,,,,NIJJYAXOARWZEE-UHFFFAOYSA-N,68.6,67.5,,No matches found,No matches found,+,DDA for preferred ion,15.56537713,0,0,0,0,1170367.939,1691728.321,0,2059771.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765203.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,FALSE,,,C11 H18 O,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,10,0,0,0,-0.00017,-1.05,166.13559,167.14287,[M+H]+1,19.492,3413879.444,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,3413879.444,0,0,0,2610934.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,167.04763,168.05491,[M+H]+1,26.273,446659.2514,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,78316.94889,0,0,0,0,241641.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364583.2363,0,0,0,0,0,446659.2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,FALSE,,,C9 H9 Cl O,Full match,No results,No results,Full match,No results,No results,No results,2,0,0,2,0,0,0,-9.00E-05,-0.55,168.0341,169.04138,[M+H]+1,20.496,2981766.568,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,2981766.568,599300.9298,0,0,0,488371.9798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,FALSE,,,C8 H8 O4,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,27,0,0,0,-0.00013,-0.76,168.04213,169.04941,[M+H]+1,12.153,5240613.465,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50046.24377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240613.465,0,80651.15247,0,0,0,0,0,0,0,0,0,0,0,0,0
614,FALSE,,,C8 H17 N8 O3 P S,Full match,No results,No results,No match,No results,No results,No results,14,0,0,1,0,0,0,0.00019,0.58,336.08839,169.05147,[M+2H]+2,16.607,1095850.643,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,118918.3172,0,737919.2181,0,0,0,0,418906.7657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095850.643,0,0,0,0,0,0,0
615,FALSE,,"3-Acetamido-2,2,3-trimethylbutanoic acid",C9 H17 N O3,Full match,No results,No results,Partial match,Full match,Full match,Partial match,1,0,0,4,1,10,10,-0.00011,-0.59,187.12073,188.12802,[M+H]+1,17.115,13883906.73,-195.74,0.4,0.18,0.18,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1,65261532,,,DTXSID901258675,VRXUQYMLCVPAST,,,,No matches found,No matches found,+,DDA for preferred ion,95.19530597,1890945.629,1275872.678,34296701.45,2561135.831,3219534.662,2198536.539,13613479.72,1480026.719,0,0,0,0,0,0,3906741.693,0,0,0,1739192.627,0,0,0,1568650.084,8416034.183,1387695.544,1651451.894,0,0,0,1943996.292,0,1296564.433,4844963.795,2914685.394,2006739.409,0,0,0,0,0,2138541.352,0,2092207.233,0,3209071.648,2307190.754,3168058.154,0,0,0,0,0,0,2445026.825,0,0,0,0,2356230.345,0
616,FALSE,,,C H2 Cl N2 P3,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,-0.00042,-2.47,169.91152,170.91879,[M+H]+1,0.584,288892.9728,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288892.9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,FALSE,,,,No results,No results,No results,Unused,No results,No results,No results,0,0,0,4,0,0,0,0,,169.08895,170.09622,[M+H]+1,19.247,325470.699,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325470.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119649.5971,0,97802.7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,FALSE,,"1,1,1-Trifluorooctane",C8 H15 F3,No match,No results,No results,No results,Full match,Full match,Partial match,1,0,0,0,3,1,10,6.00E-05,0.34,168.11264,169.11992,[M+H]+1,12.838,135462.1683,-192.03,0.18,0.01,0.01,Lipids and lipid-like molecules,Prenol lipids,,1,526491,,,DTXSID101037423,FHMDVJKRMUAZOO,,,,No matches found,No matches found,+,DDA for preferred ion,1.889945588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135462.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,FALSE,,,C10 H18 O2,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,64,0,0,0,-8.00E-05,-0.46,170.1306,171.13788,[M+H]+1,19.121,3903474.805,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,3903474.805,2334575.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,FALSE,,,C9 H14 O3,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,3,0,0,0,-0.00016,-0.95,170.09413,171.10141,[M+H]+1,19.923,19728708.92,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,19728708.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,FALSE,,,C11 H22 O,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,9,0,0,0,-6.00E-05,-0.37,170.167,171.17428,[M+H]+1,25.634,390598.0246,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,333381.3574,316325.1672,390598.0246,323305.3743,346814.0593,303647.0602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200914.0822,99143.08083,130295.7619,0,0,0,0,0
622,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,171.14511,172.15239,[M+H]+1,18.074,280539.4276,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280539.4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,FALSE,,,C10 H21 N O,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,1,0,0,0,-0.00011,-0.67,171.1622,172.16948,[M+H]+1,21.886,1347042.162,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338351.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364564.406,0,0,0,0,0,0,0,284635.9007,0,0,0,0,0,0,0,0,0,0,0,0,1347042.162,712399.4297,0,875193.0219,0,0,0,0
624,FALSE,,,C9 H17 N O2,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,1,0,0,0,-7.00E-05,-0.42,171.12586,172.13313,[M+H]+1,25.927,379628.6404,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379628.6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,FALSE,,,C3 H5 N7 O2,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,0.00016,0.92,171.05063,172.05791,[M+H]+1,4.439,103547.1932,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,58143.79576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71145.29066,0,0,0,0,0,0,0,0,0,0,0,0,54746.33197,0,0,0,0,0,0,0,0,103547.1932,0,0,0,0,0,0,0,0
626,FALSE,,,C4 H6 N6 O2,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,0.00028,1.63,170.0555,171.06278,[M+H]+1,14.246,58210.04495,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58210.04495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,FALSE,,,C8 H12 O4,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,6,0,0,0,-0.00012,-0.68,172.07344,173.08072,[M+H]+1,21.179,12465624.26,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384572.372,0,12465624.26,3222778.867,0,0,0,0,0,0,0,2723297.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,FALSE,,,C9 H16 O3,Full match,No results,No results,Full match,No results,No results,No results,1,0,0,10,0,0,0,-0.00014,-0.81,172.1098,173.11708,[M+H]+1,16.323,8227258.157,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,8227258.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,FALSE,,2(2-Ethoxyethoxy)ethanol,C6 H14 O3,No match,Invalid mass,No results,No match,No match,No results,No results,1,2,0,37,3,0,0,15.97385,119123.98,150.06814,173.05736,[M+Na]+1,26.196,2110668.539,,,,,Organic oxygen compounds,,,,,,,,XXJWXESWEXIICW-UHFFFAOYSA-N,77.1,48.4,,No matches found,No matches found,+,DDA for other ion,84.60476375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110668.539,0,763365.2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,FALSE,,,C6 H11 F3 O2,No match,No results,No results,Invalid mass,Full match,No results,No results,1,0,0,1,3,0,0,2.00E-05,0.14,172.07114,173.07841,[M+H]+1,26.654,632145.2588,,,,,,,,,,,,,,,,,No matches found,No matches found,+,DDA for preferred ion,89.91220972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268298.1992,0,0,0,0,0,0,632145.2588,153575.7183,0,0,0,50591.50726,0,0,0,0,0,0,0,0,0,151277.5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,FALSE,,,C9 H20 N2 O,Full match,No results,No results,No results,No results,No results,No results,1,0,0,0,0,0,0,-6.00E-05,-0.35,172.1575,173.16478,[M+H]+1,19.947,270329.8546,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270329.8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,173.06511,174.07239,[M+H]+1,19.915,578641.5905,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,391129.0372,0,0,0,0,0,0,0,0,0,0,0,0,578641.5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,FALSE,,,,No results,No results,No results,Unused,No results,No results,No results,0,0,0,6,0,0,0,0,,173.04753,174.05481,[M+H]+1,13.314,47186.38529,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,47186.38529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
